Drug;Neutral SMILES;SMILES at pH 7;Category;;;;;;
CHEMBL1819200;;O[C@H]1[C@H](O)[C@H]2COCCCCOc3cc(Cl)c(Cc4ccc5OCCOc5c4)cc3[C@H](O2)[C@@H]1O;CHEMBL;;;;;;
CHEMBL1819201;;O[C@H]1[C@H](O)[C@H]2COCCCCCOc3cc(Cl)c(Cc4ccc5OCCOc5c4)cc3[C@H](O2)[C@@H]1O;CHEMBL;;;;;;
CHEMBL1819278;;CO[C@]12[C@@H]3N[C@@H]3CN1C1=C([C@H]2OC(N)=O)C(=O)C(NCC2CCCCC(CNC3=C(C)C(=O)C4=C([C@@H](OC(N)=O)[C@@]5(OC)[C@@H]6N[C@@H]6CN45)C3=O)SSC(CNC3=C(C)C(=O)C4=C([C@@H](OC(N)=O)[C@@]5(OC)[C@@H]6N[C@@H]6CN45)C3=O)CCCCC(CNC3=C(C)C(=O)C4=C([C@@H](OC(N)=O)[C@@]5(OC)[C@@H]6N[C@@H]6CN45)C3=O)SS2)=C(C)C1=O;CHEMBL;;;;;;
CHEMBL181933;;CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C)OC(=O)NCc1ccc(cc1)-c1ccncn1;CHEMBL;;;;;;
CHEMBL1819439;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](O)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCNC(=O)C([NH3+])CC)C(=O)NCC(N)=O;CHEMBL;;;;;;
CHEMBL1819557;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([NH3+])CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)NC)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC[NH3+])C(=O)NCC(N)=O;CHEMBL;;;;;;
CHEMBL1819558;;CCNC(=O)CC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([NH3+])CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC[NH3+])C(=O)NCC(N)=O)[C@@H](C)CC;CHEMBL;;;;;;
CHEMBL1819559;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([NH3+])CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)NCC(C)C)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC[NH3+])C(=O)NCC(N)=O;CHEMBL;;;;;;
CHEMBL1819560;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([NH3+])CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)NOC)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC[NH3+])C(=O)NCC(N)=O;CHEMBL;;;;;;
CHEMBL1819626;;C\C=C1/NC(=O)C2CSC(=N2)[C@H](CC(N)=O)NC(=O)c2ccc-3nc2[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)\C(NC(=O)CNC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)C(C)(NC1=O)SC[C@H](NC(=O)[C@H]1CSC(=N1)c1csc(n1)-c1csc(n1)C(=C)NC(=O)[C@H]1CSC(=N1)c1csc-3n1)C([O-])=O)=C\C;CHEMBL;;;;;;
CHEMBL182055;;CO[C@@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@@H](OC)[C@H](OC(N)=O)\C(C)=C\[C@@H](C)[C@@H]1O)C2=O;CHEMBL;;;;;;
CHEMBL182081;;CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C)OC(=O)NC\C=C\c1ccc(o1)-c1ncccn1;CHEMBL;;;;;;
CHEMBL182110;;Cc1cc(O)cc(C)c1CCC(=O)N[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc(cc2)[N+]([O-])=O)NC(=O)CNC1=O)C(N)=O;CHEMBL;;;;;;
CHEMBL182114;;CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](CSC(=O)[C@@H](CCSC)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1821792;;CCC(=O)O[C@H]1[C@@H](C)C[C@@]2(O)[C@H]1[C@@H](OC(C)=O)C(=C)[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c1cccnc1)C(C)(C)\C=C\[C@@H](C)C2=O;CHEMBL;;;;;;
CHEMBL1821793;;CC(C)C(=O)O[C@H]1[C@@H](C)C[C@@]2(O)[C@H]1[C@@H](OC(C)=O)C(=C)[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c1cccnc1)C(C)(C)\C=C\[C@@H](C)C2=O;CHEMBL;;;;;;
CHEMBL1821794;;CC(C)C(=O)O[C@H]1[C@@H](C)C[C@@]2(O)[C@H]1[C@@H](OC(C)=O)C(=C)[C@@H](OC(C)=O)[C@@H](OC(=O)c1ccccc1)[C@@H](OC(C)=O)C(C)(C)\C=C\[C@@H](C)C2=O;CHEMBL;;;;;;
CHEMBL1821795;;CCC(=O)O[C@H]1[C@@H](C)C[C@@]2(O)[C@H]1[C@@H](OC(C)=O)C(=C)[C@@H](OC(=O)C(C)C)[C@@H](OC(=O)c1ccccc1)[C@@H](OC(C)=O)C(C)(C)\C=C\[C@@H](C)C2=O;CHEMBL;;;;;;
CHEMBL1821796;;CC(C)C(=O)O[C@H]1[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)\C=C\[C@@H](C)C(=O)[C@]2(C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2\C=C1\COC(C)=O)OC(C)=O;CHEMBL;;;;;;
CHEMBL182219;;C1CCCCNc2cc[n+](CCCCCCCC[n+]3ccc(NCCC1)c1ccccc31)c1ccccc21;CHEMBL;;;;;;
CHEMBL1823467;;CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)\C=C/c2ccccc2OC1=O;CHEMBL;;;;;;
CHEMBL1823866;;CC[C@H]1NC(=O)[C@@H]2CSC(=N2)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CSC1=N2)C(C)C;CHEMBL;;;;;;
CHEMBL1823867;;CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CSC(=N2)[C@@H](C)NC(=O)[C@@H]2CSC(=N2)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC1=O;CHEMBL;;;;;;
CHEMBL1823868;;CC[C@H]1NC(=O)[C@@]2(C)CSC(=N2)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CSC1=N2)[C@@H](C)O;CHEMBL;;;;;;
CHEMBL1823869;;CC[C@H]1NC(=O)[C@@]2(C)CSC(=N2)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CSC1=N2)[C@@H](C)O;CHEMBL;;;;;;
CHEMBL1823870;;CC[C@H]1NC(=O)[C@@H]2CSC(=N2)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CSC1=N2)[C@@H](C)O;CHEMBL;;;;;;
CHEMBL1823871;;CCC[C@H]1NC(=O)[C@H](C)N(C)C(=O)C(C)(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)CNC(=O)[C@H](CC(C)C)N(C)C(=O)CNC(=O)[C@@H](OC(=O)[C@H]1C)[C@@H](C)CC;CHEMBL;;;;;;
CHEMBL182392;;C[C@@H](CC(=O)N[C@H]1CSSC[C@@H](NC(=O)[C@H](Cc2ccc(cc2)[N+]([O-])=O)NC(=O)CNC1=O)C(N)=O)c1c(C)cc(O)cc1C;CHEMBL;;;;;;
CHEMBL1823954;;CC(C)C[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1823955;;CC(C)C[C@@H]1NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824146;;CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824147;;CC(C)C[C@@H]1NC(=O)CNC(=O)CNC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824148;;CC(C)C[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)N(C)C(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824149;;CC(C)C[C@@H]1NC(=O)[C@H](CO)N(C)C(=O)[C@H](CO)NC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824150;;CC(C)C[C@@H]1N(C)C(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824151;;CC(C)C[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)N(C)C1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824152;;CC(C)C[C@@H]1NC(=O)CCCCNC(=O)[C@H](CSC(=O)[C@H](Cc2ccccc2)NC1=O)NC(C)=O;CHEMBL;;;;;;
CHEMBL1824154;;CC(C)C[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CCSC(=O)[C@H](Cc2ccccc2)NC1=O;CHEMBL;;;;;;
CHEMBL1824155;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](CSC(=O)[C@H](CSC)NC1=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1)[C@@H](C)O;CHEMBL;;;;;;
CHEMBL1824705;;NC(=[NH2+])NCCC[C@H]1NC(=O)CNC(=O)[C@@H](CC([O-])=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCCNC(=O)CCCC(=O)Nc2ccc(nc2)C2=NN=C([C@@H]3CCC[C@H](CC[C@@H]23)OCCF)c2ccccn2)NC1=O;CHEMBL;;;;;;
CHEMBL1824706;;NC(=[NH2+])NCCC[C@H]1NC(=O)CNC(=O)[C@@H](CC([O-])=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCCNC(=O)CCCC(=O)Nc2ccc(nc2)C2=NN=C([C@@H]3CCC[C@H](CC[C@@H]23)OCCF)c2ccccn2)NC1=O;CHEMBL;;;;;;
CHEMBL182551;;CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](CSC(=O)[C@@H](CCSC)NC1=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1)[C@@H](C)O;CHEMBL;;;;;;
CHEMBL182635;;CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](OC)[C@@H](OCC([O-])=O)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=CC(C(=O)O3)C45O)O2)C=C[C@@H]1C;CHEMBL;;;;;;
CHEMBL182716;;C1CCNc2cc[n+](Cc3cccc(C[n+]4ccc(NCC1)c1ccccc41)c3)c1ccccc21;CHEMBL;;;;;;
CHEMBL182892;;CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NC\C=C\CCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1;CHEMBL;;;;;;
CHEMBL1829342;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829343;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccccc3OC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829344;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(OC)c(OC)c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829345;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(C)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829346;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(F)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829347;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(Cl)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829348;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(Br)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829349;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(Cl)cc3Cl)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829350;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NNC(=O)c3ccc(cc3)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829351;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)N[N-]C(=O)c3cc(cc(c3)[N+]([O-])=O)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829352;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829353;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccccc3OC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829354;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(OC)c(OC)c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829355;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(C)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829356;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(F)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829357;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(Cl)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829358;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(Br)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829359;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(Cl)cc3Cl)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829360;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3ccc(cc3)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829361;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCNC(=O)c3cc(cc(c3)[N+]([O-])=O)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829362;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829363;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccccc3OC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829364;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)c(OC)c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829365;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(C)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829366;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(F)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829367;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(Cl)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829368;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(Br)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829369;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(Cl)cc3Cl)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829370;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(cc3)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL1829371;;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3cc(cc(c3)[N+]([O-])=O)[N+]([O-])=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@H]2OC(=O)O[C@]12C;CHEMBL;;;;;;
CHEMBL183042;;CC[C@H]1OC(=O)C(C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)[NH+](C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C)OC(=O)N\C=C\c1ccc(cc1)-c1ccccn1;CHEMBL;;;;;;
